handle,name,developer,description,rating,reviews,category,has_free_plan,min_price,max_price,url,built_for_shopify,launched,n_languages,launched_dt,age_months,reviews_per_month
x,Delta: Bulk Price Editor,GLASIR SOFTWARE,"Bulk edit prices and discounts on your Shopify store. Schedule sales, automate rounding and compare-at pricing, and undo any bulk change in one click.",5.0,2.0,,True,6.0,6.0,https://apps.shopify.com/x,True,"June 1, 2026",7.0,2026-06-01,1.8396846254927726,0.6666666666666666
x,Combined Listings – BrandUp,BrandUp Factory GmbH,"Merge separate or related Shopify products into one clean main listing. Simplify navigation, boost conversions, and keep your store organized.",5.0,1.0,selling-products-custom-products-product-variants,True,14.99,24.99,https://apps.shopify.com/x,True,"November 10, 2025",5.0,2025-11-10,8.508541392904073,0.11752895752895753
x,Wyngit,Splendense,,,0.0,orders-and-shipping-shipping-solutions-delivery-and-pickup,True,,,https://apps.shopify.com/x,True,"September 30, 2021",1.0,2021-09-30,57.85151116951379,0.0
x,Resolvi ‑ Warranty Management,Westridge Developments Pty Ltd,"Resolvi handles product warranty claims on Shopify end-to-end. Branded portal, item-level decisions, automated replacements, and live fault analytics. ",,0.0,,True,49.0,299.0,https://apps.shopify.com/x,True,"May 14, 2026",1.0,2026-05-14,2.431011826544021,0.0
x,Instant Wishlist,Salish Studios LLC,"Add a wishlist button and page to your Shopify theme in minutes. Guests save without login, lists sync across devices, and you see your most-wanted products.",,0.0,marketing-and-conversion-customer-loyalty-wishlists,True,19.0,39.0,https://apps.shopify.com/x,True,"July 22, 2026",1.0,2026-07-22,0.164257555847569,0.0
x,Smart Tag Manager,OrangeMantra,,,0.0,,True,,,https://apps.shopify.com/x,True,"April 14, 2026",1.0,2026-04-14,3.416557161629435,0.0
x,Trello Tools,"Boohead, Inc.",Effortless E-commerce Collaboration with Trello,5.0,2.0,orders-and-shipping-inventory-erp,False,5.0,29.0,https://apps.shopify.com/x,False,"June 14, 2023",1.0,2023-06-14,37.417871222076215,0.053450395083406495
x,K1 Photo Upload File Manager,K1 Apps,"Let buyers upload files, photos, and images per product. Antivirus, AES-256 encryption, 1 GB resumable uploads, 30-day backups. Free plan available.",5.0,1.0,selling-products-custom-products-custom-file-upload,True,9.99,49.99,https://apps.shopify.com/x,True,"May 29, 2026",1.0,2026-05-29,1.938239159001314,0.3333333333333333
x,Can I Help,Can I Help,"Can I Help is an AI customer concierge for Shopify that drives sales, resolves support issues 24/7 via chat, email & phone. Free to start, plans from $59/mo.",,0.0,store-management-support-helpdesk,True,59.0,179.0,https://apps.shopify.com/x,False,"December 15, 2025",1.0,2025-12-15,7.35873850197109,0.0
x,Exit intent popup with coupon ,Pushdaddy,"Boost your Shopify sales with custom exit intent popups. Engage visitors, reduce cart abandonment, and increase conversions with personalized offers and targete",3.0,1.0,marketing-and-conversion-marketing-abandoned-cart,True,,,https://apps.shopify.com/x,True,"June 25, 2024",1.0,2024-06-25,25.03285151116951,0.039947506561679794
x,Ocasa,OCASA,,,0.0,orders-and-shipping-shipping-solutions-shipping,True,,,https://apps.shopify.com/x,True,"January 24, 2024",1.0,2024-01-24,30.059132720105122,0.0
x,UR: Mobile Navigation｜Menu Bar,UnReact Inc.,Add a mobile navigation menu to your store to improve user experience and sales.,,0.0,store-design-search-and-navigation-search-and-filters,True,3.99,3.99,https://apps.shopify.com/x,True,"October 22, 2025",20.0,2025-10-22,9.132720105124836,0.0
x,DiscountPal Sale Price Manager,Better Stores Project,"DiscountPal is the essential app to run sales and flash sales across your Shopify store. Add tags, schedule and show sale price on all storefront touchpoints",,0.0,marketing-and-conversion-promotions-discounts,True,9.99,24.99,https://apps.shopify.com/x,True,"February 19, 2026",1.0,2026-02-19,5.19053876478318,0.0
x,Doba ‑ AI Dropshipping,Doba Dropship,"Access to a wider selection of winning products from reliable USA-based suppliers with fast shipping, staying competitive in the dropshipping market.",4.1,43.0,finding-products-sourcing-options-dropshipping,True,29.99,299.99,https://apps.shopify.com/x,False,"August 12, 2021",1.0,2021-08-12,59.46123521681997,0.7231602209944752
x,Aabhas: Fastest Virtual Tryon,Aabhas,Empower shoppers with AI virtual try-ons that reduce returns. Track conversion lift and engagement with real-time analytics designed for Shopify merchants.,,0.0,,True,9.99,49.0,https://apps.shopify.com/x,True,"June 12, 2026",1.0,2026-06-12,1.4783180026281209,0.0
x,Stockful: Inventory Management,Stockful,"AI inventory assistant: track stock at every location, get demand forecasts, sell-through analytics, 14 report types, and Slack low-stock alerts.",5.0,10.0,orders-and-shipping-inventory-inventory-optimization,True,19.99,79.99,https://apps.shopify.com/x,True,"March 27, 2026",4.0,2026-03-27,4.0078843626806835,2.495081967213115
x,Robot‑Speed AI Visibility SEO,Kleap technologies sa ,"See if ChatGPT and AI search can find your store. Free SEO + AI-visibility audit, then 7 AI agents fix and grow your SEO on autopilot.",,0.0,store-design-site-optimization-seo,True,129.0,129.0,https://apps.shopify.com/x,True,"March 3, 2026",1.0,2026-03-03,4.7963206307490145,0.0
x,CrazyRocket • Spin Wheel PopUp,CrazyRocket,Turn visitors into customers with Spin Wheel Pop Ups,4.9,163.0,store-design-notifications-pop-ups,True,19.0,79.0,https://apps.shopify.com/x,True,"December 7, 2018",1.0,2018-12-07,91.62286465177398,1.7790319110792399
x,VoiceConvert ‑ Saian Labs,Saian Labs,,,0.0,store-management-support-chat,True,45.0,899.0,https://apps.shopify.com/x,True,"May 7, 2026",1.0,2026-05-07,2.6609724047306176,0.0
x,Magic Upsell & Cross Sell,Uptek,"Boost your Shopify store's sales and AOV with Magic Upsell's personalized cross-sell widget. Easy setup, AI-driven recommendations & seamless integration.",4.6,16.0,marketing-and-conversion-upsell-and-bundles-upsell-and-cross-sell,True,,,https://apps.shopify.com/x,True,"March 17, 2025",1.0,2025-03-17,16.327201051248355,0.979959758551308
x,Tip Quik | Tip Pop‑up in Cart,Aesymmetric,,,0.0,marketing-and-conversion-checkout-cart-customization,True,9.99,9.99,https://apps.shopify.com/x,True,"November 13, 2020",1.0,2020-11-13,68.39684625492772,0.0
x,Parcel2Go Shipping,Parcel2Go.com,"Save time and reduce shipping costs with discounted courier rates, automated label printing, order tracking and UK shipping integrations for Shopify.",4.6,12.0,orders-and-shipping-shipping-solutions-shipping,True,,,https://apps.shopify.com/x,True,"July 10, 2025",1.0,2025-07-10,12.54927726675427,0.9562303664921467
x,Cazaar,ILFD GROUP LTD,,,0.0,sales-channels-selling-online-marketplaces,True,2.0,2.0,https://apps.shopify.com/x,False,"March 23, 2022",1.0,2022-03-23,52.135348226018394,0.0
x,SAP Business One Integration,eShopSync,"Connect your Shopify store with your SAP B1 account, to sync products and categories from SAP B1 to Shopify. ",5.0,2.0,sales-channels-selling-online-store-data-importer,True,99.0,99.0,https://apps.shopify.com/x,True,"October 20, 2023",1.0,2023-10-20,33.21287779237845,0.06021760633036597
x,Pxl ‑ Photo Background Remover,Axel Hardy,,5.0,31.0,store-design-images-and-media-image-editor,True,,,https://apps.shopify.com/x,True,"April 3, 2020",1.0,2020-04-03,75.75558475689881,0.40921075455333916
x,Common Ninja Product Blobs,Common Ninja,Product Blobs app for Shopify allows you to bring focus to products & increase conversion on your store. It's free and easy to use.,,0.0,store-design-storefronts-page-builder,True,4.99,4.99,https://apps.shopify.com/x,True,"May 3, 2022",1.0,2022-05-03,50.78843626806833,0.0
x,Customaple: Print on Demand,customaple,,,0.0,,True,,,https://apps.shopify.com/x,False,"June 21, 2024",1.0,2024-06-21,25.164257555847566,0.0
x,Action Forms,KKDUNIYA,"ActionForm helps to create beautiful forms without coding. Drag-and-drop builder, email notifications, submissions management and responsive.",,0.0,store-design-notifications-forms,True,,,https://apps.shopify.com/x,True,"March 30, 2026",1.0,2026-03-30,3.9093298291721417,0.0
x,Orbestra: AI Winback,Orbestra Labs,"Orbestra finds Shopify customers who stopped buying, writes personal AI win-back emails, and sends them automatically. Install today, win back tomorrow.",,0.0,marketing-and-conversion-marketing-email-marketing,True,19.0,99.0,https://apps.shopify.com/x,False,"July 23, 2026",1.0,2026-07-23,0.1314060446780552,0.0
x,Per Product Shipping Innozilla,Innozilla Web Design & Development,"Set shipping per product variant by country, state, or postcode with flexible line and per-item costs. Perfect for stores needing precise shipping rules.",,0.0,orders-and-shipping-shipping-solutions-shipping-rates,True,19.99,39.99,https://apps.shopify.com/x,True,"April 30, 2026",1.0,2026-04-30,2.890932982917214,0.0
x,TechShip,TechShip,,,0.0,orders-and-shipping-shipping-solutions-third-party-logistics-3pl,True,,,https://apps.shopify.com/x,False,"January 16, 2025",1.0,2025-01-16,18.298291721419183,0.0
x,Lefty,Lefty,,,0.0,marketing-and-conversion-advertising-affiliate-programs,True,,,https://apps.shopify.com/x,True,"April 3, 2024",1.0,2024-04-03,27.75952693823916,0.0
x,AIO Search & Advanced Filter,EXENLABS,"AIO Search & Advanced Filter helps customers find products faster with autocomplete, filtering, and advanced search across all product fields.",,0.0,store-design-search-and-navigation-search-and-filters,True,9.0,49.0,https://apps.shopify.com/x,True,"May 25, 2026",1.0,2026-05-25,2.0696452036793693,0.0
x,StockClock,Foxry,Forecast days until stockout for every product based on real sales velocity. Get reorder recommendations and low stock alerts. Free plan available.,,0.0,orders-and-shipping-inventory-inventory-optimization,True,7.99,7.99,https://apps.shopify.com/x,True,"May 19, 2026",1.0,2026-05-19,2.266754270696452,0.0
x,Willdesk: Live Chat&AI Chatbot,Channelwill,"Boost customer experience with AI-driven workflows & omnichannel enablement. Willdesk offers product recommendations,emotion detection, and efficient after-sale",4.8,355.0,store-management-support-chat,True,16.9,89.9,https://apps.shopify.com/x,False,"February 22, 2021",21.0,2021-02-22,65.07884362680683,5.454921756688542
x,Currencify: Currency Switcher,Winsomies,Easily display prices in visitors’ local currencies with Currencify. Simplify global shopping with automatic location detection and manual currency switching.,,0.0,store-design-internationalization-currency-and-translation,True,5.99,5.99,https://apps.shopify.com/x,True,"November 13, 2025",1.0,2025-11-13,8.409986859395532,0.0
x,Eleanorsoft: Products In Blog,Eleanorsoft,Use this app to improve internal linking of your website with auto-updated product widgets in your blog posts.,,0.0,store-design-content-blogs,True,3.99,39.0,https://apps.shopify.com/x,True,"January 16, 2025",1.0,2025-01-16,18.298291721419183,0.0
x,Giftly,Expound Coderz Pvt Ltd,"Create cart-based rules to add gifts and discounts automatically. Control promotions based on products, collections, or cart value.",,0.0,marketing-and-conversion-promotions-discounts,True,5.99,19.99,https://apps.shopify.com/x,True,"May 4, 2026",1.0,2026-05-04,2.759526938239159,0.0
x,RVS Voice Search,RVS MEDIA,Speak to Search by RVS Voice Search,,0.0,,True,3.49,3.49,https://apps.shopify.com/x,False,"May 16, 2025",1.0,2025-05-16,14.35611038107753,0.0
x,Assemblified Bill of Materials,P&H Cloud Solutions UG (haftungsbeschränkt),Tired of manually tracking inventory for your Shopify bundles? Assemblified syncs component stock automatically. Prevent overselling & handle returns effortless,5.0,26.0,store-management-operations-workflow-automation,True,6.0,12.0,https://apps.shopify.com/x,True,"August 1, 2025",5.0,2025-08-01,11.826544021024967,2.1984444444444446
x,Fleet,Lloyd & Co Ltd.,,,0.0,,True,,,https://apps.shopify.com/x,False,"September 24, 2025",1.0,2025-09-24,10.052562417871222,0.0
x,Magik Smart Upsell,Invictus Alpha,,,0.0,,True,,,https://apps.shopify.com/x,True,"May 12, 2026",1.0,2026-05-12,2.4967148488830486,0.0
x,PostONE,PostONE,"Simplify shipping, global reach and secure delivery",,0.0,,True,,,https://apps.shopify.com/x,True,"June 3, 2024",1.0,2024-06-03,25.755584756898816,0.0
x,Vortex IQ: AI Operating System,VortexIQ,"Vortex IQ watches your store, tells you what is wrong and why, and helps you fix it safely. Automate SEO, monitor around the clock, and just ask Viq.",5.0,1.0,store-management-operations-analytics,True,499.0,499.0,https://apps.shopify.com/x,True,"April 3, 2025",1.0,2025-04-03,15.768725361366622,0.06341666666666668
x,Ninja Auto Tagger ‑ Orders,Ninja Apps,"Automate your Shopify order tags using 30+ conditions. Tag or untag orders instantly with advanced rules, no code needed. Try Ninja Auto Tagger today!",,0.0,,True,,,https://apps.shopify.com/x,True,"August 6, 2025",1.0,2025-08-06,11.662286465177397,0.0
x,GEOly: Catalog Optimization,GEOLY AI,,,0.0,store-design-content-product-content,True,,,https://apps.shopify.com/x,True,"January 12, 2026",1.0,2026-01-12,6.438896189224704,0.0
x,LedgerAI Ourava,CoreLink,"Calculate true net profit from store sales, refunds, fees, product costs, and approved expense bills with trends and AI-assisted bill review.",,0.0,store-management-finances-accounting,True,29.0,59.0,https://apps.shopify.com/x,False,"June 15, 2026",1.0,2026-06-15,1.3797634691195795,0.0
x,Product Media Exporter,SIAR Digital,,,0.0,,True,5.0,15.0,https://apps.shopify.com/x,True,"December 15, 2025",1.0,2025-12-15,7.35873850197109,0.0
x,Store Radar ‑ Ourava,CoreLink,"Send Slack alerts for stock, sold out products, orders, refunds, fulfillment delays, cancellations, and daily store summaries.",,0.0,store-management-operations-staff-notifications,True,,,https://apps.shopify.com/x,True,"June 18, 2026",1.0,2026-06-18,1.281208935611038,0.0
x,DescripAI,Shopspilot,"Generate product titles, descriptions, and SEO tags instantly 
using AI. Upload a photo or enter a product name and get a 
complete listing in seconds.",,0.0,store-design-content-product-content,True,12.99,39.99,https://apps.shopify.com/x,True,"June 1, 2026",1.0,2026-06-01,1.8396846254927726,0.0
x,Bonafidio: UGC & Testimonials,Abyssal Digital,"Turn customer stories into content that builds trust and drives sales. Bonafidio makes it easy with a branded landing page, incentives, and a clean dashboard.",5.0,2.0,marketing-and-conversion-social-trust-product-reviews,True,,,https://apps.shopify.com/x,True,"September 25, 2023",1.0,2023-09-25,34.03416557161629,0.05876447876447877
x,Statty AI CEO Power Dashboard,Eye4tech,,,0.0,,False,29.0,99.0,https://apps.shopify.com/x,True,"June 10, 2026",1.0,2026-06-10,1.5440210249671484,0.0
x,Askful AI Product Chat & FAQ,Remmote Labs LLC,"Answer customer questions with an AI assistant built from your product content, reviews, and pages right on your Shopify product pages.",,0.0,store-management-support-faq,True,19.0,99.0,https://apps.shopify.com/x,True,"July 29, 2025",1.0,2025-07-29,11.925098554533507,0.0
